text
"b'RT @jmartNYT: McCain At The Ranch:\n\nHe deeply regrets not picking Lieberman for VP in \xe2\x80\x9808, tells Biden to stay in politics and is planning\xe2\x80\xa6'"
"b'RT @SiddonsDan: \xe2\x80\x9cLines to see President Trump and Vice President Pence that the Media didn\xe2\x80\x99t show you Yesterday, at the NRA\xe2\x80\x99s Annual Meetin\xe2\x80\xa6'"
b'RT @TomSteyer: This study reflects sobering truths we\xe2\x80\x99ve known long before Mr. Trump ever ran for office. His dishonesty and irresponsibili\xe2\x80\xa6'
b'RT @Jamierodr10: President Trump Wants Us To Make Sure We Vote Out Democrats Who Back Sanctuary Cities!! Let\xe2\x80\x99s Do This!! Talk To Everyone Y\xe2\x80\xa6'
b'RT @GartrellLinda: VIDEO: Constitutional Expert Levin: Mueller Has No Constitutional Authority To Subpoena Trump \nA sitting president can n\xe2\x80\xa6'
b'RT @waltshaub: So now\n-Cohen made a payment on\n-Trump\xe2\x80\x99s behalf and\n-kept it secret but\n-Trump repaid it but\n-didn\xe2\x80\x99t disclose it in\n-his fin\xe2\x80\xa6'
b'RT @krassenstein: Wow. This is an incredibly damning Trump scandal. He hired private investigators to try and ruin the reputations of Obama\xe2\x80\xa6'
"b'RT @FoxNews: ""@POTUS should adopt first lady Nancy Reagan\xe2\x80\x99s famous anti-drug slogan in his current fight with Special Counsel Robert Muelle\xe2\x80\xa6'"
b'RT @EdKrassen: John McCain is a dying American Republican Hero and he is using his time left on Earth standing up against President Trump.\xe2\x80\xa6'
b'RT @XiPimping: President of nation with homicide rate 5 times ours calls the UK a war zone at rally of NRA - who have spent the last month\xe2\x80\xa6'
"b""@Conservative_VW President Trump attending his funeral is the least of his problems.  I think McCain has some 'spla\xe2\x80\xa6 https://t.co/DqLctyVaBU"""
b'RT @krassenstein: Wow. This is an incredibly damning Trump scandal. He hired private investigators to try and ruin the reputations of Obama\xe2\x80\xa6'
"b""RT @krassenstein: Trump's First Year, 2017, broke many records.  Here they are:\n\n- Record number of active shooting incidents\n- Record numb\xe2\x80\xa6"""
"b'RT @John_KissMyBot: #BreakingNews \n\nLisa Page, \xf0\x9f\x91\x89One Of The FBI\xe2\x80\x99s Anti Trump \xe2\x80\x98Love Birds\xe2\x80\x99 That Was Conspiring To Take Trump Down. RESIGNS\xe2\x80\xa6'"
b'So now Trump has hired Israelis to spy on Americans in an effort to derail the Iranian deal? SAD!'
b'RT @sanford17: Have a look at the crowd that nominated Trump for a Nobel peace Prize... They walk among us... https://t.co/jxE3KYra67'
b'RT @dandrezner: What the hell?! https://t.co/lTZ9KBt7Ag https://t.co/9KLZwWplqm'
b'RT @Lrihendry: RT If you don\xe2\x80\x99t give a damn about Trump lawyer allegedly paying Stormy Daniels.'
"b'RT @JasonHalle: Trump declared,\xc2\xa0""Faith is more powerful than government, and nothing is more powerful than God.""\n\nGoodbye Separation of Chu\xe2\x80\xa6'"
b'RT @JoeNBC: Neil Cavuto speaks the truth about Donald Trump\xe2\x80\x99s habitual inability to do the same. A vitally important segment on @FoxNews.\n@\xe2\x80\xa6'
b'@mizzmaxwellww @sherdngr @janismullan @Sirveaux1066 @sonny_scroggins @TheZenMonster @tRickSalsman @JCoker13\xe2\x80\xa6 https://t.co/EWKzbZEqlU'
b'RT @ErikJetmir: New York Times prints all Trump insults.\n\nHow this man is offended by anything that anyone says about him and his folks is\xe2\x80\xa6'
b'How Trump Inspires https://t.co/CW4EKyhw8G'
"b""RT @MerrittKelly1: @waltshaub Thanks Walt for caring and bringing it to everyone's attention. We need to care about ethics when Trump and h\xe2\x80\xa6"""
b'RT @TravisAllen02: These guys have been at war for 65 years and still look more comfortable holding hands than Trump and Melania https://t.\xe2\x80\xa6'
b'RT @IndivisibleVV: .@SpeakerRyan says the #GOP needs to keep control of the House to prevent subpoenas; he is promising cover-ups will cont\xe2\x80\xa6'
b'RT @charliekirk11: Democrats would much rather see Trump fail than America succeed'
b'Opinion : John McCain Battles Donald Trump With His Dying Breaths - The New York Times https://t.co/1njoVuKacX'
b'@RiddleSean @ci_tech @steveh044 @BeanieJeanatjax @FoxNews @seanhannity @POTUS @realDonaldTrump Obama employment num\xe2\x80\xa6 https://t.co/MlyqLloNri'
"b'RT @rgoodlaw: This is jaw dropping and outrageous:\n\nIn 2017, \xe2\x80\x9caides to Donald Trump...hired an Israeli private intelligence agency to orche\xe2\x80\xa6'"
b'@BurtGummerLLC @drawandstrike It has to be.  I keep looking at those numbers and they are just shocking to me.  I r\xe2\x80\xa6 https://t.co/fuz4jk8RNf'
"b'RT @waltshaub: Holy cow! Per WSJ, as Trump\xe2\x80\x99s fortunes rose in the 2016 election, his \xe2\x80\x9cfixer\xe2\x80\x9d (Cohen) amassed gobs of cash for, it seems, ju\xe2\x80\xa6'"
b'RT @DancerGage: Lots of love for Trump here in Dallas... https://t.co/zZaMVWC1Bd'
"b'RT @rgoodlaw: This is jaw dropping and outrageous:\n\nIn 2017, \xe2\x80\x9caides to Donald Trump...hired an Israeli private intelligence agency to orche\xe2\x80\xa6'"
"b'RT @filmystic: Extremely white mom called the police on two Native American brothers because they ""made her nervous."" She said ""they just d\xe2\x80\xa6'"
"b""@JasonHalle Religious institutions don't exist to treat people fairly. They exist to promote and enrich their belie\xe2\x80\xa6 https://t.co/Xd2bKMafMi"""
b'RT @RepAdamSchiff: Trump: I didn\xe2\x80\x99t know about any hush money.\nCohen: He didn\xe2\x80\x99t know.\nGuliani: Of course he knew.\nTrump: He doesn\xe2\x80\x99t know.\nCo\xe2\x80\xa6'
b'French outrage after Trump mimics gunmen https://t.co/tHk3AzL1p8'
b'RT @JuddLegum: Foreign countries can literally send millions of dollars to the President of the United States. And we\xe2\x80\x99ve come to simply acc\xe2\x80\xa6'
b'RT @NicolleDWallace: This is perfect: John McCain Battles Donald Trump With His Dying Breaths   via @NYTimes https://t.co/PTZbvtaWFt'
b'RT @sean_spicier: \xe2\x80\x9cPresident Trump doesn\xe2\x80\x99t care about mental health!\xe2\x80\x9d\xe2\x80\x94say people who believe there are 67 genders'
b'RT @TheAlanvargas: Happy cinco De mayo to everyone except to Trump supporters who always chanted build the wall\n#CincoDeMayo'
b'RT @markserranopro: how many trump supporters will be neck deep in chips and tequila today?'
b'RT @GartrellLinda: VIDEO: Constitutional Expert Levin: Mueller Has No Constitutional Authority To Subpoena Trump \nA sitting president can n\xe2\x80\xa6'
"b'RT @guardian: The Observer front page, Sunday 6 May 2018 | Revealed: Trump team hired spy firm for \xe2\x80\x98dirty ops\xe2\x80\x99 on Iran arms deal https://t.\xe2\x80\xa6'"
"b'RT @SethAbramson: COHEN received from TRUMP or acquired himself $1.24 million during the last 90 days of the 2016 election\xe2\x80\x94only $130,000 of\xe2\x80\xa6'"
b'RT @WayneDupreeShow: Pres. Trump Says We May Need To Close Country To Fix Immigration \xe2\x8b\x86 This would light a fire under Congress seats to fix\xe2\x80\xa6'
"b'RT @TeaPainUSA: If you look at Trump, easily the most corrupt President in our history, and see a great moral Christian leader instead, you\xe2\x80\xa6'"
b'What would be shocking is for Trump aides to thank Obama for orchestrating Iran deal. https://t.co/A4j9CvdB29'
"b'RT @AwakeToday: PLUG IS PULLED! The sludge is heavy and moves slow, but by God! Trump is draining that nasty swamp! DEMS/CORRUPTION all in\xe2\x80\xa6'"
"b""@inscnc @realDonaldTrump 1. You dont know the meaning of being a real christian. You've a bible in one hand and a g\xe2\x80\xa6 https://t.co/4WRumVjVnK"""
b'Trump Disputes Giuliani\xe2\x80\x99s Account of Stormy Daniels Payoff https://t.co/MAl5cZ3DpV'
"b""McCain doesn't want Trump at funeral, friends tell White House #SmartNews An asshole to the end. https://t.co/w7FNKYYvNP"""
