Date,Open,High,Low,Close,Adj  Close,Volume 
2017-07-24 21:59:59,0.083149,0.083149,0.081769,0.082185,0.082185381.736
2017-07-24 22:59:59,0.082204,0.082794,0.081834,0.082681,0.082681153.919
2017-07-24 23:59:59,0.082498,0.082956,0.082218,0.08258,0.08258265.442
2017-07-25 00:59:59,0.082411,0.082756,0.081867,0.082351,0.082351505.324
2017-07-25 01:59:59,0.082164,0.082579,0.082036,0.082457,0.082457284.956
2017-07-25 02:59:59,0.082457,0.0826,0.081598,0.082088,0.082088418.752
2017-07-25 03:59:59,0.082088,0.082587,0.081583,0.081821,0.081821340.705
2017-07-25 04:59:59,0.082001,0.082136,0.079331,0.07995,0.07995510.051
2017-07-25 05:59:59,0.079919,0.081865,0.079239,0.080787,0.080787242.145
2017-07-25 06:59:59,0.080604,0.081546,0.080435,0.080567,0.080567239.471
2017-07-25 07:59:59,0.080791,0.08237,0.080399,0.08079,0.08079536.545
2017-07-25 08:59:59,0.080981,0.081133,0.07996,0.081075,0.081075320.326
2017-07-25 09:59:59,0.080951,0.081236,0.079945,0.080636,0.080636268.935
2017-07-25 10:59:59,0.080534,0.0817,0.080147,0.080827,0.080827189.399
2017-07-25 11:59:59,0.08105,0.081297,0.08036,0.080816,0.080816270.022
2017-07-25 12:59:59,0.080722,0.081218,0.080487,0.081054,0.081054181.342
2017-07-25 13:59:59,0.080891,0.081235,0.079906,0.080415,0.080415418.498
2017-07-25 14:59:59,0.080358,0.081057,0.08017,0.080585,0.080585305.183
2017-07-25 15:59:59,0.080504,0.081046,0.080024,0.080531,0.080531365.391
2017-07-25 16:59:59,0.080375,0.081019,0.079798,0.080619,0.080619337.967
2017-07-25 17:59:59,0.080407,0.080894,0.076168,0.076668,0.076668498.691
2017-07-25 18:59:59,0.076801,0.079105,0.075482,0.078668,0.078668221.398
2017-07-25 19:59:59,0.078795,0.07937,0.078187,0.078967,0.078967217.6
2017-07-25 20:59:59,0.078733,0.081836,0.078537,0.079654,0.079654371.234
2017-07-25 21:59:59,0.079676,0.080775,0.079469,0.080155,0.080155221.311
2017-07-25 22:59:59,0.080023,0.080861,0.079322,0.080328,0.080328239.08
2017-07-25 23:59:59,0.080309,0.080715,0.078464,0.079324,0.079324533.502
2017-07-26 00:59:59,0.079621,0.079897,0.078673,0.079207,0.079207184.69
2017-07-26 01:59:59,0.079278,0.079889,0.07859,0.079751,0.079751262.112
2017-07-26 02:59:59,0.079704,0.080091,0.07761,0.07852,0.07852653.039
2017-07-26 03:59:59,0.07852,0.079476,0.078444,0.078818,0.078818132.807
2017-07-26 04:59:59,0.078993,0.07983,0.07874,0.079269,0.079269495.545
2017-07-26 05:59:59,0.079041,0.080707,0.078843,0.07954,0.07954395.897
2017-07-26 06:59:59,0.07954,0.080002,0.079037,0.079448,0.079448195.648
2017-07-26 07:59:59,0.079513,0.080442,0.079478,0.08009,0.08009367.98
2017-07-26 08:59:59,0.080065,0.08092,0.079756,0.080683,0.080683309.752
2017-07-26 09:59:59,0.080683,0.081172,0.080185,0.080436,0.080436385.702
2017-07-26 10:59:59,0.080464,0.080898,0.080101,0.080275,0.080275169.489
2017-07-26 11:59:59,0.080547,0.080952,0.080245,0.080584,0.080584275.769
2017-07-26 12:59:59,0.080448,0.080925,0.079922,0.080755,0.080755209.267
2017-07-26 13:59:59,0.080925,0.080925,0.080236,0.08045,0.08045246.406
2017-07-26 14:59:59,0.080493,0.080843,0.079963,0.080586,0.080586481.702
2017-07-26 15:59:59,0.080643,0.080835,0.080191,0.080345,0.080345373.528
2017-07-26 16:59:59,0.080616,0.080835,0.079854,0.080048,0.080048273.682
2017-07-26 17:59:59,0.080048,0.08034,0.079836,0.080103,0.080103284.813
2017-07-26 18:59:59,0.080003,0.080566,0.079584,0.080045,0.080045314.815
2017-07-26 19:59:59,0.080193,0.080412,0.079374,0.079616,0.079616292.151
2017-07-26 20:59:59,0.07988,0.079892,0.079305,0.079892,0.079892198.051
2017-07-26 21:59:59,0.079815,0.080094,0.079489,0.079651,0.079651437.166
2017-07-26 22:59:59,0.079748,0.079919,0.079183,0.079463,0.079463460.95
2017-07-26 23:59:59,0.079548,0.079906,0.078803,0.079324,0.079324793.127
