Date,Open,High,Low,Close,Adj  Close,Volume 
2017-10-05 20:59:59,0.0003,0.00141001,0.0003,0.00076609,0.00076609,281431.0
2017-10-06 20:59:59,0.000778,0.00077991,0.00052001,0.000594,0.000594,222733.0
2017-10-07 20:59:59,0.000596,0.00066,0.00050111,0.00057003,0.00057003,112971.0
2017-10-08 20:59:59,0.00057197,0.0005885,0.0005,0.0005,0.0005,67499.0
2017-10-09 20:59:59,0.00050001,0.00053697,0.00042512,0.00043688,0.00043688,62731.0
2017-10-10 20:59:59,0.00043688,0.00046498,0.00036224,0.00042,0.00042,61574.0
2017-10-11 20:59:59,0.00042,0.00042,0.000321,0.00036741,0.00036741,229853.0
2017-10-12 20:59:59,0.00036741,0.00041849,0.00029998,0.00029999,0.00029999,105272.0
2017-10-13 20:59:59,0.00031,0.00031,0.00022499,0.00025676,0.00025676,147064.0
2017-10-14 20:59:59,0.00025398,0.00034994,0.00024399,0.00029733,0.00029733,126230.0
2017-10-15 21:59:59,0.00031456,0.00031456,0.00024803,0.0002953,0.0002953,60076.0
2017-10-16 21:59:59,0.00029391,0.00029391,0.00026005,0.00027278,0.00027278,51513.0
2017-10-17 21:59:59,0.00026237,0.00027282,0.00026019,0.000265,0.000265,49859.0
2017-10-18 21:59:59,0.00026871,0.00027588,0.000258,0.000258,0.000258,72217.0
2017-10-19 21:59:59,0.00025802,0.00026497,0.00025,0.00025389,0.00025389,51119.0
2017-10-20 21:59:59,0.00025389,0.00027,0.00022288,0.0002235,0.0002235,88548.0
2017-10-21 21:59:59,0.0002235,0.00022351,0.00018872,0.00020711,0.00020711,145079.0
2017-10-22 21:59:59,0.00021078,0.00022374,0.00019,0.00020998,0.00020998,82386.0
2017-10-23 21:59:59,0.00020999,0.00020999,0.000191,0.00020339,0.00020339,48033.0
2017-10-24 21:59:59,0.00020339,0.0002431,0.00019999,0.00023,0.00023,114978.0
2017-10-25 21:59:59,0.00023,0.00023493,0.00022024,0.00022691,0.00022691,32736.0
2017-10-26 21:59:59,0.00022412,0.00023294,0.00020651,0.00022221,0.00022221,38959.0
2017-10-27 21:59:59,0.00022222,0.00023092,0.00021587,0.00022802,0.00022802,35459.0
2017-10-28 21:59:59,0.00022802,0.00022999,0.00022,0.00022798,0.00022798,32607.0
2017-10-29 21:59:59,0.00022884,0.00030996,0.0002,0.00022,0.00022,293632.0
2017-10-30 21:59:59,0.000223,0.00027344,0.00022299,0.00024506,0.00024506,84458.0
2017-10-31 21:59:59,0.00025888,0.00026,0.0002229,0.0002229,0.0002229,65352.0
2017-11-01 21:59:59,0.00022291,0.00023,0.00018501,0.00019311,0.00019311,94387.0
2017-11-02 21:59:59,0.000196,0.00022125,0.00017188,0.0001908,0.0001908,122481.0
2017-11-03 21:59:59,0.00020825,0.00024669,0.00019284,0.0002355,0.0002355,147354.0
2017-11-04 21:59:59,0.00023553,0.00028291,0.00023553,0.00025499,0.00025499,219058.0
2017-11-05 21:59:59,0.00025499,0.000256,0.00021501,0.00022519,0.00022519,119192.0
2017-11-06 21:59:59,0.0002252,0.00024264,0.0002118,0.00023955,0.00023955,163793.0
2017-11-07 21:59:59,0.00023386,0.00023995,0.00021186,0.00021471,0.00021471,162721.0
2017-11-08 21:59:59,0.00021475,0.00022489,0.00019176,0.00021962,0.00021962,268707.0
2017-11-09 21:59:59,0.00021803,0.000259,0.00021013,0.00023702,0.00023702,295430.0
2017-11-10 21:59:59,0.00023707,0.00024284,0.00019419,0.00020502,0.00020502,434455.0
2017-11-11 21:59:59,0.00020998,0.00022452,0.00020004,0.00020012,0.00020012,415983.0
2017-11-12 21:59:59,0.00021399,0.00022,0.00019178,0.00020051,0.00020051,669158.0
2017-11-13 21:59:59,0.0002005,0.00021999,0.00018201,0.00019115,0.00019115,541691.0
2017-11-14 21:59:59,0.00019129,0.00021496,0.00018503,0.00020504,0.00020504,534126.0
2017-11-15 21:59:59,0.00020504,0.00020802,0.00016018,0.000179,0.000179,455871.0
2017-11-16 21:59:59,0.00017896,0.00017921,0.00015027,0.000155,0.000155,466101.0
2017-11-17 21:59:59,0.00015501,0.000168,0.0001425,0.00016132,0.00016132,498642.0
2017-11-18 21:59:59,0.00016005,0.00017583,0.00015711,0.00017106,0.00017106,353394.0
