Date,Open,High,Low,Close,Adj  Close,Volume 
2017-08-02 04:59:59,0.7,0.7,0.082,0.29,0.29,1.2
2017-08-02 05:59:59,0.29,0.29,0.29,0.29,0.29,0.0
2017-08-02 06:59:59,0.133,0.134,0.133,0.134,0.134,1.529
2017-08-02 07:59:59,0.134,0.134,0.134,0.134,0.134,0.0
2017-08-02 08:59:59,0.179,0.26,0.152,0.25,0.25,9.504
2017-08-02 09:59:59,0.2488,0.47,0.23,0.47,0.47,3.234
2017-08-02 10:59:59,0.31,0.35,0.260001,0.260001,0.260001,11.805
2017-08-02 11:59:59,0.32,0.32,0.260001,0.32,0.32,1.589
2017-08-02 12:59:59,0.261,0.262,0.260001,0.260001,0.260001,1.017
2017-08-02 13:59:59,0.24,0.24,0.24,0.24,0.24,0.34
2017-08-02 14:59:59,0.24,0.24,0.24,0.24,0.24,0.0
2017-08-02 15:59:59,0.189,0.189,0.14,0.14,0.14,15.171
2017-08-02 16:59:59,0.134,0.134,0.134,0.134,0.134,1.862
2017-08-02 17:59:59,0.15,0.15,0.137,0.137,0.137,1.707
2017-08-02 18:59:59,0.137,0.137,0.137,0.137,0.137,0.0
2017-08-02 19:59:59,0.22,0.24,0.22,0.24,0.24,5.84
2017-08-02 20:59:59,0.23,0.23,0.23,0.23,0.23,0.255
2017-08-02 21:59:59,0.2,0.2,0.2,0.2,0.2,0.033
2017-08-02 22:59:59,0.225,0.2599,0.225,0.2599,0.2599,0.303
2017-08-02 23:59:59,0.2599,0.2599,0.2,0.2,0.2,0.503
2017-08-03 00:59:59,0.2,0.2,0.1602,0.1602,0.1602,2.59
2017-08-03 01:59:59,0.1604,0.1604,0.160251,0.160251,0.160251,0.863
2017-08-03 02:59:59,0.160251,0.165,0.16,0.160006,0.160006,13.694
2017-08-03 03:59:59,0.1615,0.1615,0.160111,0.160113,0.160113,0.813
2017-08-03 04:59:59,0.165113,0.165113,0.160113,0.160113,0.160113,1.489
2017-08-03 05:59:59,0.188888,0.2333,0.188888,0.2333,0.2333,0.141
2017-08-03 06:59:59,0.188888,0.188888,0.188888,0.188888,0.188888,0.42
2017-08-03 07:59:59,0.188888,0.188888,0.188888,0.188888,0.188888,0.0
2017-08-03 08:59:59,0.188888,0.188888,0.188888,0.188888,0.188888,0.0
2017-08-03 09:59:59,0.160115,0.160115,0.160112,0.160112,0.160112,5.441
2017-08-03 10:59:59,0.17,0.17,0.160112,0.160112,0.160112,1.916
2017-08-03 11:59:59,0.162,0.1621,0.160112,0.160112,0.160112,2.874
2017-08-03 12:59:59,0.160112,0.160112,0.160112,0.160112,0.160112,1.77
2017-08-03 13:59:59,0.160112,0.160112,0.160112,0.160112,0.160112,0.073
2017-08-03 14:59:59,0.160112,0.160112,0.160006,0.160006,0.160006,1.101
2017-08-03 15:59:59,0.160006,0.160006,0.160006,0.160006,0.160006,0.0
2017-08-03 16:59:59,0.160006,0.160006,0.160006,0.160006,0.160006,0.0
2017-08-03 17:59:59,0.160006,0.160006,0.160006,0.160006,0.160006,0.0
2017-08-03 18:59:59,0.133001,0.133001,0.133001,0.133001,0.133001,0.27
2017-08-03 19:59:59,0.133,0.133,0.12,0.12,0.12,1.324
2017-08-03 20:59:59,0.12,0.12,0.12,0.12,0.12,0.427
2017-08-03 21:59:59,0.12,0.12,0.12,0.12,0.12,0.0
2017-08-03 22:59:59,0.120001,0.120001,0.120001,0.120001,0.120001,0.038
2017-08-03 23:59:59,0.120001,0.120001,0.120001,0.120001,0.120001,0.0
2017-08-04 00:59:59,0.120001,0.120001,0.120001,0.120001,0.120001,0.0
2017-08-04 01:59:59,0.120001,0.120001,0.120001,0.120001,0.120001,0.0
2017-08-04 02:59:59,0.120001,0.120001,0.120001,0.120001,0.120001,0.0
2017-08-04 03:59:59,0.120001,0.120001,0.120001,0.120001,0.120001,0.0
2017-08-04 04:59:59,0.12006,0.12006,0.12006,0.12006,0.12006,0.536
2017-08-04 05:59:59,0.12006,0.12006,0.12006,0.12006,0.12006,1.323
2017-08-04 06:59:59,0.12006,0.12006,0.12006,0.12006,0.12006,0.0
2017-08-04 07:59:59,0.12006,0.12006,0.12006,0.12006,0.12006,1.848
2017-08-04 08:59:59,0.12006,0.12006,0.12006,0.12006,0.12006,0.0
2017-08-04 09:59:59,0.12006,0.12006,0.12006,0.12006,0.12006,0.0
2017-08-04 10:59:59,0.12006,0.12006,0.12006,0.12006,0.12006,0.0
2017-08-04 11:59:59,0.12006,0.12006,0.12006,0.12006,0.12006,0.0
2017-08-04 12:59:59,0.093501,0.093501,0.093501,0.093501,0.093501,0.24
